Locality_clean,Latitude,Longitude,Year,Month,Day,Larvae,Pupae,Adults,MOTH_family,MOTH_sp,MOTH_id,feed,PARA_n1,PARA_sp1,PARA_n2,PARA_sp2,PARA_n3,PARA_sp3,PARA_n4,PARA_sp4,PARA_n5,PARA_sp5
"Biscotasing, Ont.",4717,8206,1938,7,23,3,NA,NA,Tortricidae,Acleris variana,ACVA,solitary defoliators,1,Microgaster perone,1,Campoplex sp.,NA,NA,NA,NA,NA,NA
"Biscotasing, Ont.",4717,8206,1938,7,23,4,NA,1,Tortricidae,Acleris variana,ACVA,solitary defoliators,1,Hemiteles tenellus,NA,NA,NA,NA,NA,NA,NA,NA
"Biscotasing, Ont.",NA,NA,1941,7,3,2,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biscotasing, Ont.",4717,8206,1938,7,28,2,NA,2,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biscotasing, Ont.",NA,NA,1941,7,14,1,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biscotasing, Ont.",NA,NA,1942,7,2,1,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biscotasing, Ont.",NA,NA,1942,7,21,1,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biscotasing, Ont.",NA,NA,1942,7,24,NA,1,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biscotasing, Ont.",NA,NA,1942,7,28,1,1,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biscotasing, Ont.",NA,NA,1942,7,28,NA,1,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biscotasing, Ont.",NA,NA,1942,8,3,25,NA,6,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biscotasing, Ont.",4717,8206,1939,7,3,1,NA,1,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biscotasing, Ont.",4717,8206,1939,7,15,2,NA,1,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biscotasing, Ont.",4717,8206,1939,7,27,1,NA,1,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biscotasing, Ont.",NA,NA,1939,8,14,NA,1,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biscotasing, Ont.",NA,NA,1939,8,18,38,NA,4,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bishop Twp.,NA,NA,1947,8,16,1,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bishop Twp. D82,NA,NA,1947,8,16,NA,2,2,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bissette Creek, Ont",NA,NA,1939,7,15,1,NA,1,Tortricidae,Acleris variana,ACVA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bitchu Lake,NA,NA,1947,9,5,2,NA,2,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bl. Sturgeon Lake D 37,4920,8853,1947,8,4,NA,13,1,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,2,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA
Bl. Sturgeon Lake D 37,4920,8853,1947,7,21,NA,9,4,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,1,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA
Bl. Sturgeon Lake D 37,4920,8853,1947,8,12,NA,2,0,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,1,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA
Black Creek D66,NA,NA,1946,6,15,2,NA,1,Geometridae,Erannis tiliaria,ERTI,solitary defoliators,1,Achaetoneura frenchii,NA,NA,NA,NA,NA,NA,NA,NA
Black River D 33,NA,NA,1949,7,6,6,NA,1,Tortricidae,Acleris variana,ACVA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Black River D33,NA,NA,1949,7,6,1,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black River, Que",NA,NA,1939,7,6,1,NA,NA,Tortricidae,Acleris variana,ACVA,solitary defoliators,1,Exochus sp.,NA,NA,NA,NA,NA,NA,NA,NA
"Black River, Que.",NA,NA,1936,8,2,NA,2,1,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black River, Que.",NA,NA,1940,8,7,3,NA,2,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black River, Que.",NA,NA,1939,7,6,1,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Black Sturgeon Lake,NA,NA,1947,8,26,2,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Black Sturgeon Lake D37,4920,8853,1941,8,12,3,NA,NA,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,1,Amblymerus verditer,NA,NA,NA,NA,NA,NA,NA,NA
"Blackburn, Ont",NA,NA,1942,6,4,1,NA,NA,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,1,Glypta simplicipes,NA,NA,NA,NA,NA,NA,NA,NA
"Blackburn, Ont",NA,NA,1942,6,4,1,NA,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blair Twp. D 81,NA,NA,1947,6,10,1,NA,1,Tortricidae,Pseudosciaphila duplex,PSDU,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Tp. D24,NA,NA,1947,7,9,1,NA,1,Gelechiidae,Anacampsis innocuella,ANIN,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Tp. D24,NA,NA,1947,7,9,2,NA,1,Gelechiidae,Anacampsis innocuella,ANIN,leaf rollers,1,Schizotachina convexa,NA,NA,NA,NA,NA,NA,NA,NA
Blake Twp. D 24,NA,NA,1947,7,8,1,2,3,Tortricidae,Pseudosciaphila duplex,PSDU,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blamey Twp. D 29,NA,NA,1946,7,19,1,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blanche, Que.",NA,NA,1940,6,25,1,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blanche, Que.",NA,NA,1940,8,26,1,4,4,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blanche, Que.",NA,NA,1940,8,26,1,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blind River,NA,NA,1948,8,31,2,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blind River #66,4610,8258,1949,7,16,2,NA,NA,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,1,Zele sp.,NA,NA,NA,NA,NA,NA,NA,NA
Blind River D 66,NA,NA,1949,7,16,1,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blind River D 66,NA,NA,1949,7,23,1,NA,0,Geometridae,Nepytia canosaria,NECA,solitary defoliators,1,Diptera,NA,NA,NA,NA,NA,NA,NA,NA
"Blind River, Ont",NA,NA,1943,7,9,1,NA,1,Tortricidae,Acleris variana,ACVA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blind River, Ont",NA,NA,1938,6,30,NA,1,1,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blind River, Ont",NA,NA,1938,6,30,1,NA,1,Tortricidae,Acleris variana,ACVA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blind River, Ont",NA,NA,1941,6,10,3,NA,1,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blind River, Ont",NA,NA,1941,6,30,NA,1,1,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blind River, Ont",4610,8258,1942,6,17,1,NA,NA,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,1,Macrocentrus amicroploides,NA,NA,NA,NA,NA,NA,NA,NA
"Blind River, Ont.",NA,NA,1944,6,12,1,NA,1,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blind River, Ont.",NA,NA,1940,7,22,2,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bobcaygeon, Ont.",NA,NA,1948,7,29,1,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bogart Twp.,NA,NA,1945,9,6,50,NA,2,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,5,Apanteles hyphantriae,NA,NA,NA,NA,NA,NA,NA,NA
"Bonarlaw, Ont.",NA,NA,1946,8,24,2,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bond Twp.,NA,NA,1947,9,10,6,NA,2,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonis Tp Div 45,NA,NA,1946,7,27,1,5,1,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,1,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA
Bonis Twp. D45,NA,NA,1946,7,27,1,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bornholm, Ont",NA,NA,1948,6,18,2,NA,NA,Geometridae,Alsophila pometaria,ALPO,solitary defoliators,1,Phrynolydella eufitchiae,NA,NA,NA,NA,NA,NA,NA,NA
Bostedo Twp. D71,NA,NA,1947,8,8,17,NA,4,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boston Twp.,NA,NA,1947,9,8,5,NA,3,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bothwell, Ont.",NA,NA,1947,6,9,3,NA,3,Tortricidae,Rhyacionia buoliana,RHBU,internal feeders - woody,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bothwell, Ont.",NA,NA,1947,6,9,3,NA,1,Tortricidae,Rhyacionia buoliana,RHBU,internal feeders - woody,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bouchette Lake, Ont.",NA,NA,1940,9,7,?,?,1,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bouchette Lake, Ont.",NA,NA,1940,8,7,4,NA,2,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bouchette Lake, Que.",NA,NA,1940,7,31,NA,1,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bouchette Twp., Que.",NA,NA,1941,7,25,2,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bouchette, que",NA,NA,1938,8,18,2,NA,1,Geometridae,Caripeta divisata,CADI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bouchette, Que",NA,NA,1938,9,21,3,NA,1,Geometridae,Caripeta divisata,CADI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bouchette, Que.",NA,NA,1938,8,18,1,1,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bouchette, Que.",4613,7558,1938,9,21,4,NA,NA,Geometridae,Macaria granitata,MAGR,solitary defoliators,1,Casinaria eupitheciae Vier.,NA,NA,NA,NA,NA,NA,NA,NA
Boulter Tp,NA,NA,1946,6,26,1,NA,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boulter, Hastings, Ont",NA,NA,1949,6,22,25+,NA,?,Tortricidae,Archips cerasivorana,ARCE, colonial shelter-builders,2,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA
Bourinot Twp. D75,NA,NA,1946,8,10,NA,1,1,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bourmont, P.Q.",NA,NA,1937,8,1,1,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bout de Isle, Que",NA,NA,1939,6,20,1,NA,1,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bowdley, Ont",NA,NA,1943,6,23,1 nest,NA,14,Tortricidae,Archips cerasivorana,ARCE, colonial shelter-builders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bower Tp D 45,NA,NA,1947,7,5,1,NA,1,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bower Tp D 82,NA,NA,1947,6,30,1,NA,1,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bowesville, Ont.",NA,NA,1944,8,2,3,1,4,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bowmanville, Durham, Ont",NA,NA,1948,7,2,1,NA,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bowmanville, Durham, Ont",NA,NA,1948,7,2,1,NA,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bownanville, Ont",NA,NA,1949,8,2,1,NA,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bowyer Tp D 82,NA,NA,1947,9,3,6,NA,3,Geometridae,Macaria granitata,MAGR,solitary defoliators,3,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA
"Bracebridge, Ont",NA,NA,1938,6,22,1,NA,1,Tortricidae,Acleris variana,ACVA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brackin Twp.,NA,NA,1947,8,22,1,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brampton, Ont.",NA,NA,1946,7,31,2,NA,1,Erebidae,Orgyia leucostigma,ORLE,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brampton, Ont.",4341,7946,1946,7,31,1,NA,NA,Erebidae,Orgyia leucostigma,ORLE,solitary defoliators,2,Carcelia amplexa,NA,NA,NA,NA,NA,NA,NA,NA
"Brantford, Ont",NA,NA,1949,6,4,4,NA,NA,Geometridae,Alsophila pometaria,ALPO,solitary defoliators,1,Unk. Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA
"Brantford, Ont.",NA,NA,1949,6,4,10,17,17,Tortricidae,Rhyacionia buoliana,RHBU,internal feeders - woody,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Breckenbridge, P.Q.",NA,NA,1937,9,27,6,NA,2,Geometridae,Caripeta divisata,CADI,solitary defoliators,1,Madremyia saundersii,NA,NA,NA,NA,NA,NA,NA,NA
"Breckenbridge, P.Q.",NA,NA,1937,9,27,18,NA,NA,Geometridae,Macaria granitata,MAGR,solitary defoliators,1,Casinaria eupitheciae Vier.,NA,NA,NA,NA,NA,NA,NA,NA
"Brennan Lake, Que.",NA,NA,1939,6,24,1,NA,1,Tortricidae,Acleris variana,ACVA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brennan Lake, Que.",NA,NA,1939,7,20,1,NA,1,Tortricidae,Acleris variana,ACVA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brennan Lake, Que.",NA,NA,1940,8,24,1,NA,1,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brennan Lake, Que.",NA,NA,1940,8,24,37,NA,12,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brennan Lake, Que.",NA,NA,1940,8,24,1,NA,1,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brennan Lake, Que.",NA,NA,1940,8,24,1,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brennan, Que.",NA,NA,1941,7,15,1,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brent,4602,7829,1944,6,28,NA,1,NA,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,1,Itoplectis conquisitor,NA,NA,NA,NA,NA,NA,NA,NA
Brent,NA,NA,1943,7,22,?,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brent,NA,NA,1948,9,4,1,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brent,NA,NA,1948,9,4,16,NA,5,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brent,4602,7829,1949,6,21,1,NA,NA,Gelechiidae,Anacampsis innocuella,ANIN,leaf rollers,1,Schizotachina sp.,NA,NA,NA,NA,NA,NA,NA,NA
Brent 85,NA,NA,1948,9,4,1,NA,1,Geometridae,Caripeta divisata,CADI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brent, Ont",NA,NA,1945,6,18,2,NA,2,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brent, Ont",NA,NA,1944,6,20,1,NA,1,Tortricidae,Acleris variana,ACVA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brent, Ont",NA,NA,1948,6,22,1,NA,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brent, Ont",NA,NA,1948,6,22,1,NA,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brent, Ont",NA,NA,1938,6,30,1,NA,1,Tortricidae,Acleris variana,ACVA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brent, Ont",4602,7829,1941,6,10,NA,1,1,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brent, Ont",NA,NA,1945,6,19,1,NA,0,Tortricidae,Pseudosciaphila duplex,PSDU,leaf rollers,1,Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA
"Brent, Ont.",4602,7829,1945,6,19,26,2,6,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,7,Pimplopterus sp.,NA,NA,NA,NA,NA,NA,NA,NA
"Brent, Ont.",4602,7829,1943,6,23,8,2,3,Gelechiidae,Anacampsis innocuella,ANIN,leaf rollers,1,Itoplectis conquisitor (Say),NA,NA,NA,NA,NA,NA,NA,NA
"Brent, Ont.",NA,NA,1943,6,23,13,NA,3,Gelechiidae,Anacampsis innocuella,ANIN,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brent, Ont.",4602,7829,1944,6,20,NA,2,1,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brent, Ont.",4602,7829,1944,6,26,NA,1,1,Pyralidae,Dioryctria abietivorella,DIAB,cone feeders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brent, Ont.",NA,NA,1943,7,22,?,NA,4,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brent, Ont.",4602,7829,1945,8,20,25,NA,11,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brent, Ont.",4602,7829,1944,7,25,num,NA,20,Tortricidae,Archips cerasivorana,ARCE, colonial shelter-builders,1,Itoplectis conquisitor Say.,NA,NA,NA,NA,NA,NA,NA,NA
"Brent, Ont.",4602,7829,1937,8,30,3,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,1,Chaetophlepsis orbitalis Webb,NA,NA,NA,NA,NA,NA,NA,NA
"Brent, Ont.",4602,7829,1940,8,16,50,NA,7,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,1,Apanteles hyphantria,NA,NA,NA,NA,NA,NA,NA,NA
"Brent, Ont.",4602,7829,1941,8,16,6,NA,1,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brent, Ont.",4602,7829,1941,8,16,60,NA,20,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brent, Ont.",4602,7829,1941,8,16,35,NA,13,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,1,Campoplex validus,1,Hyposoter fugitivus,NA,NA,NA,NA,NA,NA
"Brent, Ont.",4602,7829,1941,8,16,11,NA,8,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brent, Ont.",4602,7829,1941,8,16,3,NA,1,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brent, Ont.",4602,7829,1942,8,17,75,NA,30,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,2,Bombyliopsis abrupta,NA,NA,NA,NA,NA,NA,NA,NA
"Brent, Ont.",NA,NA,1939,8,23,1,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brent, Ont.",4602,7829,1937,7,26,3,NA,NA,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,1,Blondelia sp.,NA,NA,NA,NA,NA,NA,NA,NA
Brentwood Forest,NA,NA,1946,8,16,15,NA,4,Erebidae,Hyphantria cunea,HYCU, colonial shelter-builders,2,Apanteles hyphantriae,NA,NA,NA,NA,NA,NA,NA,NA
"Brentwood, Ont.",NA,NA,1946,8,16,2,NA,2,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Breslau, Ont.",NA,NA,1949,6,7,NA,21,21,Tortricidae,Rhyacionia buoliana,RHBU,internal feeders - woody,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bridgland Twp. D 36,NA,NA,1947,7,26,1,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Briggs Twp.,NA,NA,1946,7,11,1,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Briggs Twp. D 64,NA,NA,1946,8,5,2,NA,1,Geometridae,Macaria granitata,MAGR,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Briggs Twp., Ont.",NA,NA,1939,7,24,1,NA,1,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bright's Grove, Ont.",4302,8215,1946,8,5,3,NA,0,Erebidae,Orgyia leucostigma,ORLE,solitary defoliators,2,Carcelia amplexa,1,Hymenoptera,NA,NA,NA,NA,NA,NA
"Brighton, Ont.",NA,NA,1947,6,19,5,NA,4,Tortricidae,Rhyacionia buoliana,RHBU,internal feeders - woody,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton, Ont.",NA,NA,1947,6,19,7,NA,7,Tortricidae,Rhyacionia buoliana,RHBU,internal feeders - woody,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brighton, Ont.",NA,NA,1943,6,28,50,NA,3,Tortricidae,Rhyacionia buoliana,RHBU,internal feeders - woody,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brights Grove, Ont.",NA,NA,1946,6,6,10,NA,4,Tortricidae,Rhyacionia buoliana,RHBU,internal feeders - woody,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brockville, Leeds C., Ont",NA,NA,1947,6,20,1,NA,1,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brockville, Leeds C., Ont",NA,NA,1948,6,25,2,NA,2,Tortricidae,Choristoneura rosaceana,CHRO,leaf rollers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brockville, Ont",NA,NA,1947,6,20,1,NA,1,Geometridae,Erannis tiliaria,ERTI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brockville, Ont.",NA,NA,1948,6,25,6,NA,3,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brockville, Ont.",NA,NA,1949,8,18,3,NA,3,Geometridae,Lambdina fiscellaria,LAFI,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brockville, Ont.",NA,NA,1949,8,18,8,NA,4,Geometridae,Nepytia canosaria,NECA,solitary defoliators,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
